b_Intercept,b_hhTotal,b_age,b_datacollectionremoteMunsupervised,b_studyversionbox,lprior,lp__
-1.24990321553209,0.0870473276902333,0.438916849477473,0.71698624887878,1.20983035258547,-1.92365579835774,-284.667265183356
-1.07323187923331,0.057696576433979,0.405304958330712,0.469407565407293,1.18230451304932,-1.92130099146266,-287.582256307138
-1.02784128506051,0.158312731287201,0.459916921287336,0.542577072446572,1.06856021580888,-1.92046297230979,-287.595972383438
-0.929554227079735,0.107215252014899,0.45137638934879,0.473579738670761,1.01010612309935,-1.91943416975758,-288.9291708039
-1.08580574479305,0.0509975443513279,0.493849128059322,0.460851714146145,1.19071903202919,-1.92190438153355,-287.21549122214
-1.13660327417881,0.02283692762889,0.49662168869482,0.80178834086631,1.04272841548772,-1.92136065400718,-283.450588278526
-1.26109763778014,0.0901849003780672,0.527731518862517,0.738566173534438,1.25979487763541,-1.92239825188748,-285.132256829156
-1.13186905316785,0.061390828256443,0.446159852035939,0.842327204798968,1.06645985691685,-1.91982181503626,-284.909902404208
-1.07441258589871,-0.021150312679922,0.448263736624796,0.832070877484343,0.931137819279842,-1.92099231580485,-284.488196281494
-1.16994337842587,0.100486916481909,0.382146627130054,0.514481092061645,1.22159714657472,-1.92366423724505,-287.320403326143
-1.17169954365696,0.102652642602125,0.410886746185128,0.694762031780953,1.12437723886665,-1.92256252451074,-284.781738290956
-1.00686176613366,0.00163797345146521,0.485928409201769,0.624930262850931,0.985730571673305,-1.92064794745291,-285.32926286357
-1.08791514841491,0.069028792472055,0.53327610746099,0.803574684818746,0.982743069432676,-1.92060125659934,-285.583947424149
-1.28061344083138,-0.10245453802521,0.445547655205951,0.930990947188437,1.0804961365838,-1.92518952445805,-287.38891753506
-1.02252911810825,-0.0464768542589353,0.478201406995889,0.730669485293547,0.905939976189444,-1.92140724293333,-285.335790589294
-1.17006786358122,-0.0781530288028092,0.438249006735771,0.743974528130118,0.99898909443435,-1.92613544664647,-286.215848069889
-1.11686384741648,0.071067220300888,0.49924311153339,0.767797815961842,1.06426421397838,-1.92050555288023,-284.211587836782
-1.06850588188827,0.00792402529338443,0.432594287019566,0.783267851862326,0.998826118690404,-1.92001978471659,-284.423295716908
-1.08833668087541,0.0128688388676106,0.423671848912501,0.832139558794483,1.01041806861395,-1.9197181252657,-284.934900100469
-1.22655681527617,0.0323706105990341,0.540031521738003,0.643379739458516,1.11323384233813,-1.92791478031652,-285.820659545353
-1.29975582731253,0.0589064510092645,0.518960846214427,0.84304071888801,1.26766597342655,-1.9219782524591,-285.519456462949
-1.1016587202687,-0.0606741145833559,0.605929552183596,0.938458176846911,1.01441451862379,-1.91895234790616,-289.232299995257
-1.09630316334763,0.0576518982305176,0.35462668375657,0.577421318268342,0.998379890306827,-1.92527658723562,-287.50745599832
-1.10878461194861,-0.0200978524647842,0.415790065222759,0.769311819195515,0.996872370394797,-1.92201460054791,-284.348633149649
